screenname,instanceID,yPlot,instance,time,result
COLD-terms-PART,12,5353598.0,386_47_1.vrp,1.48,5353598.0
COLD-terms-PART,13,16764.6,41_14_1.vrp,0.86,16764.6
COLD-terms-PART,14,8676.1,45_4_1.vrp,0.27,8676.1
COLD-terms-PART,15,7793.3,51_5_1.vrp,0.04,7793.3
COLD-terms-PART,16,19800.5,76_8_2.vrp,0.52,19800.5
036ebde0,1,2042.64,101_11_2.vrp,37.01,2042.64
036ebde0,2,860.32,101_8_1.vrp,50.15,860.32
036ebde0,3,1270.23,121_7_1.vrp,79.01,1270.23
036ebde0,4,1227.87,135_7_1.vrp,117.15,1227.87
036ebde0,5,3338.7,151_15_1.vrp,148.87,3338.7
036ebde0,6,322.07,16_5_1.vrp,9.11,322.07
036ebde0,7,1687.1,200_16_2.vrp,250.52,1687.1
036ebde0,8,339.87,21_4_1.vrp,10.25,339.87
036ebde0,9,737.43,241_22_1.vrp,290.0,737.43
036ebde0,10,6150.18,262_25_1.vrp,290.0,6150.18
036ebde0,11,538.79,30_4_1.vrp,6.6,538.79
036ebde0,12,28043.47,386_47_1.vrp,103.98,28043.47
036ebde0,13,824.52,41_14_1.vrp,19.71,824.52
036ebde0,14,730.86,45_4_1.vrp,13.49,730.86
036ebde0,15,566.03,51_5_1.vrp,13.67,566.03
036ebde0,16,777.91,76_8_2.vrp,32.14,777.91
unit,1,2088.23,101_11_2.vrp,6.30,2088.23
unit,2,945.78,101_8_1.vrp,3.62,945.78
unit,3,1129.03,121_7_1.vrp,2.86,1129.03
unit,4,1237.77,135_7_1.vrp,12.76,1237.77
unit,5,3315.80,151_15_1.vrp,13.17,3315.80
unit,6,352.66,16_5_1.vrp,0.03,352.66
unit,7,1775.17,200_16_2.vrp,18.23,1775.17
unit,8,374.60,21_4_1.vrp,0.10,374.60
unit,9,780.48,241_22_1.vrp,39.39,780.48
unit,10,6208.02,262_25_1.vrp,69.60,6208.02
unit,11,688.08,30_4_1.vrp,0.10,688.08
unit,12,31453.10,386_47_1.vrp,94.89,31453.10
unit,13,871.08,41_14_1.vrp,0.39,871.08
unit,14,758.76,45_4_1.vrp,0.36,758.76
unit,15,607.08,51_5_1.vrp,0.39,607.08
unit,16,814.80,76_8_2.vrp,1.64,814.80
